0,0,0,0
106.6160286,1.066160286,91.94872758,0.9194872758
105.345718,2.119617466,90.36946812,1.823181957
104.0942635,3.160560101,88.80192331,2.71120119
102.8617954,4.189178055,87.24611058,3.583662296
101.6484434,5.205662489,85.70205179,4.440682814
100.4543361,6.210205851,84.16977372,5.282380551
99.27960046,7.203001855,82.64930856,6.108873637
98.12436124,8.184245468,81.14069437,6.92028058
96.98874064,9.154132874,79.64397572,7.716720337
95.87285755,10.11286145,78.15920423,8.49831238
94.77682694,11.06062972,76.68643921,9.265176772
93.7007591,11.99763731,75.22574837,10.01743426
92.64475893,12.9240849,73.77720852,10.75520634
91.60892506,13.84017415,72.34090632,11.4786154
90.59334895,14.74610764,70.91693911,12.1877848
89.59811399,15.64208878,69.50541574,12.88283895
88.6232944,16.52832172,68.10645744,13.56390353
87.66895421,17.40501127,66.72019879,14.23110551
86.73514603,18.27236273,65.34678864,14.8845734
85.82190992,19.13058183,63.98639117,15.52443731
84.92927204,19.97987455,62.63918683,16.15082918
84.05724331,20.82044698,61.30537349,16.76388292
83.20581805,21.65250516,59.98516745,17.36373459
82.37497249,22.47625488,58.67880456,17.95052264
81.56466329,23.29190152,57.3865413,18.52438805
80.77482598,24.09964978,56.10865585,19.08547461
80.00537342,24.89970351,54.84544919,19.6339291
79.25619419,25.69226545,53.59724609,20.16990156
78.52715101,26.47753696,52.3643961,20.69354552
77.81807919,27.25571775,51.1472745,21.20501827
77.12878502,28.02700561,49.94628306,21.7044811
76.45904434,28.79159605,48.76185079,22.19209961
75.80860106,29.54968206,47.59443454,22.66804395
75.17716585,30.30145372,46.44451938,23.13248914
74.56441492,31.04709787,45.31261888,23.58561533
73.96998897,31.78679776,44.1992751,24.02760808
73.3934923,32.52073268,43.1050584,24.45865867
72.83449213,33.2490776,42.03056692,24.87896434
72.2925182,33.97200278,40.97642578,25.2887286
71.76706257,34.68967341,39.94328599,25.68816145
71.25757982,35.40224921,38.93182289,26.07747968
70.76348755,36.10988408,37.94273431,26.45690703
70.28416718,36.81272575,36.97673829,26.82667441
69.81896526,37.51091541,36.03457028,27.18702011
69.36719511,38.20458736,35.11698005,27.53818991
68.92813894,38.89386875,34.22472804,27.88043719
68.50105037,39.57887925,33.35858124,28.21402301
68.08515743,40.25973082,32.51930875,28.53921609
67.67966599,40.93652748,31.70767674,28.85629286
67.28376362,41.60936512,30.92444318,29.16553729
66.89662386,42.27833136,30.17035206,29.46724081
66.51741086,42.94350547,29.44612739,29.76170209
66.14528434,43.60495831,28.75246689,30.04922676
65.77940485,44.26275236,28.09003553,30.33012711
65.41893923,44.91694175,27.45945892,30.6047217
65.06306622,45.56757241,26.86131671,30.87333487
64.71098211,46.21468224,26.29613605,31.13629623
64.3619064,46.8583013,25.76438524,31.39394008
64.01508733,47.49845217,25.26646763,31.64660476
63.66980719,48.13515025,24.80271592,31.89463192
63.32538735,48.76840412,24.37338698,32.13836579
62.98119291,49.39821605,23.9786572,32.37815236
62.63663682,50.02458242,23.61861854,32.61433854
62.29118354,50.64749425,23.29327536,32.8472713
61.94435199,51.26693777,23.00254205,33.07729672
61.59571789,51.88289495,22.74624156,33.30475913
61.24491536,52.4953441,22.5241048,33.53000018
60.89163776,53.10426048,22.33577111,33.75335789
60.53563787,53.70961686,22.18078946,33.97516579
60.17672718,54.31138413,22.05862077,34.19575199
59.8147746,54.90953188,21.96864102,34.4154384
59.4497044,55.50402892,21.91014518,34.63453986
59.08149356,56.09484386,21.88235195,34.85336338
58.71016853,56.68194554,21.88440917,35.07220747
58.3358015,57.26530356,21.91539979,35.29136147
57.95850624,57.84488862,21.9743484,35.51110495
57.57843367,58.42067296,22.06022803,35.73170723
57.19576709,58.99263063,22.17196735,35.9534269
56.81071734,59.5607378,22.30845794,36.17651148
56.42351787,60.12497298,22.46856168,36.4011971
56.03441981,60.68531718,22.65111805,36.62770828
55.64368714,61.24175405,22.85495135,36.85625779
55.25159205,61.79426997,23.07887764,37.08704657
54.85841047,62.34285407,23.32171145,37.32026368
54.46441792,62.88749825,23.58227208,37.5560864
54.06988566,63.42819711,23.8593895,37.7946803
53.67507718,63.96494788,24.15190986,38.0361994
53.28024507,64.49775033,24.45870041,38.2807864
52.88562826,65.02660662,24.77865403,38.52857294
52.49144968,65.55152111,25.11069315,38.77967987
52.09791427,66.07250026,25.45377329,39.03421761
51.70520741,66.58955233,25.80688595,39.29228647
51.31349367,67.10268727,26.16906112,39.55397708
50.92291595,67.61191643,26.53936931,39.81937077
50.5335949,68.11725237,26.91692308,40.08854
50.1456287,68.61870866,27.30087826,40.36154878
49.75909304,69.11629959,27.69043467,40.63845313
49.37404143,69.61004001,28.0848366,40.9193015
48.99050562,70.09994506,28.4833729,41.20413523
48.60849633,70.58603003,28.88537684,41.49298899
48.22800407,71.06831007,29.29022571,41.78589125
47.84900007,71.54680007,29.69734017,42.08286465
47.47143742,72.02151444,30.10618347,42.38392649
47.09525224,72.49246696,30.51626047,42.68908909
46.72036491,72.95967061,30.92711658,42.99836026
46.34668136,73.42313743,31.33833653,43.31174362
45.97409448,73.88287837,31.7495431,43.62923905
45.60248538,74.33890322,32.1603958,43.95084301
45.23172486,74.79122047,32.57058949,44.27654891
44.86167471,75.23983722,32.97985292,44.60634744
44.49218911,75.68475911,33.38794736,44.94022691
44.12311597,76.12599027,33.79466515,45.27817356
43.75429826,76.56353325,34.19982824,45.62017184
43.38557532,76.99738901,34.60328685,45.96620471
43.01678411,77.42755685,35.004918,46.31625389
42.6477605,77.85403445,35.40462421,46.67030014
42.27834046,78.27681786,35.8023321,47.02832346
41.90836127,78.69590147,36.19799113,47.39030337
41.53766266,79.1112781,36.59157229,47.75621909
41.16608801,79.52293898,36.98306688,48.12604976
40.7934854,79.93087383,37.37248527,48.49977461
40.41970877,80.33507092,37.75985569,48.87737317
40.04461899,80.73551711,38.14522313,49.2588254
39.66808492,81.13219796,38.52864815,49.64411188
39.28998449,81.5250978,38.9102058,50.03321394
38.9102058,81.91419986,39.28998449,50.42611378
38.52864815,82.29948634,39.66808492,50.82279463
38.14522313,82.68093857,40.04461899,51.22324082
37.75985569,83.05853713,40.41970877,51.62743791
37.37248527,83.43226198,40.7934854,52.03537277
